Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,Travel_Rarely,232,Human Resources,1,3,3,Female,3,Sales Representative,2,Single,8836,3,Yes,21,3,3,2,8,0,2,8,5,5,1,Yes
46,Travel_Frequently,373,Research & Development,5,1,2,Male,1,Sales Representative,1,Single,7496,5,Yes,20,3,2,0,0,5,3,3,8,5,3,No
52,Travel_Rarely,1420,Research & Development,12,4,1,Male,5,Research Scientist,4,Divorced,16580,0,No,22,3,4,2,32,4,2,6,16,12,14,No
37,Travel_Frequently,1124,Research & Development,1,4,2,Male,2,Laboratory Technician,4,Single,12164,0,No,21,3,3,2,15,5,1,29,1,7,1,No
28,Travel_Frequently,999,Research & Development,3,2,4,Male,2,Research Scientist,4,Divorced,3712,9,Yes,20,4,2,2,16,3,1,28,12,8,6,Yes
47,Non-Travel,280,Research & Development,1,4,3,Female,1,Sales Executive,1,Married,5263,2,No,19,4,4,2,11,2,2,28,11,8,2,Yes
25,Travel_Frequently,451,Sales,23,3,2,Female,2,Laboratory Technician,4,Married,6950,3,Yes,12,4,4,2,11,4,3,8,0,0,3,No
59,Non-Travel,387,Human Resources,4,3,2,Male,1,Healthcare Representative,1,Single,14349,0,No,14,3,1,1,3,1,2,24,11,6,4,No
31,Non-Travel,997,Human Resources,6,2,3,Female,5,Laboratory Technician,2,Single,12560,5,Yes,13,4,3,1,1,3,3,25,6,9,6,Yes
32,Non-Travel,800,Sales,23,2,3,Female,5,Research Scientist,1,Divorced,15449,5,Yes,18,3,2,1,2,5,2,24,14,9,14,Yes
48,Travel_Rarely,604,Sales,13,2,2,Male,1,Research Scientist,3,Married,9469,2,Yes,15,4,1,1,36,3,3,18,13,4,11,No
18,Non-Travel,1144,Sales,13,1,2,Female,1,Manufacturing Director,1,Single,1976,8,No,10,4,2,1,24,0,1,7,16,1,13,No
26,Travel_Rarely,1189,Research & Development,19,1,3,Male,3,Manager,2,Divorced,7236,3,Yes,19,4,3,2,20,4,3,12,10,2,13,Yes
23,Travel_Frequently,1135,Human Resources,18,2,3,Male,2,Manager,4,Single,13711,7,Yes,15,4,3,2,24,3,3,33,11,0,14,No
34,Travel_Frequently,248,Human Resources,12,4,1,Female,1,Laboratory Technician,3,Married,7445,3,No,16,4,1,0,1,1,1,19,15,0,16,No
41,Travel_Rarely,952,Human Resources,25,1,2,Male,4,Sales Representative,2,Married,2063,0,No,11,4,3,1,27,1,1,15,7,3,14,No
25,Non-Travel,394,Research & Development,7,2,1,Female,5,Sales Executive,2,Married,16378,8,No,20,4,2,0,38,3,1,2,3,12,8,No
32,Non-Travel,480,Human Resources,6,2,4,Male,2,Healthcare Representative,1,Married,2374,7,No,10,4,2,2,39,4,2,11,13,9,4,No
50,Travel_Frequently,1469,Sales,15,1,2,Female,3,Sales Representative,4,Married,14724,8,No,15,3,1,1,22,4,3,16,8,9,9,No
57,Travel_Rarely,681,Human Resources,25,1,4,Female,3,Healthcare Representative,3,Divorced,4256,5,Yes,19,4,3,2,0,5,1,26,13,3,6,Yes
18,Travel_Rarely,1202,Sales,26,1,1,Male,2,Manager,4,Single,15877,2,Yes,11,4,3,1,26,4,1,28,13,13,0,Yes
44,Travel_Rarely,444,Human Resources,21,3,2,Male,1,Manufacturing Director,3,Married,5741,8,Yes,20,3,1,1,17,2,1,27,16,8,9,No
19,Non-Travel,1461,Sales,1,2,2,Female,4,Healthcare Representative,1,Married,12061,6,No,10,3,4,1,4,3,3,10,15,1,9,No
39,Travel_Frequently,487,Human Resources,21,3,4,Male,5,Sales Executive,4,Divorced,17472,3,Yes,20,3,3,1,22,4,1,8,13,14,13,No
54,Travel_Rarely,354,Research & Development,5,4,1,Female,4,Healthcare Representative,4,Divorced,5016,7,Yes,17,4,4,0,31,2,2,4,16,12,11,Yes
51,Travel_Frequently,552,Research & Development,25,1,4,Male,5,Research Scientist,3,Married,11811,4,No,14,4,3,0,12,2,3,31,10,1,2,No
27,Non-Travel,342,Sales,4,2,3,Male,5,Research Scientist,3,Married,16450,6,No,16,3,4,2,38,0,1,22,7,6,1,No
28,Travel_Frequently,938,Sales,4,4,1,Male,2,Sales Executive,1,Single,2517,9,No,13,3,1,1,34,4,1,11,10,9,14,Yes
50,Travel_Frequently,301,Human Resources,15,1,4,Female,5,Sales Executive,3,Divorced,9560,0,No,16,4,1,1,23,3,1,12,17,6,16,No
52,Travel_Rarely,390,Sales,16,1,3,Male,2,Manufacturing Director,1,Divorced,19286,3,No,23,3,3,1,3,3,1,16,10,0,12,Yes
29,Non-Travel,1083,Sales,10,1,3,Female,2,Sales Executive,3,Divorced,16615,2,No,15,4,2,1,18,3,3,21,6,6,15,No
18,Travel_Rarely,159,Research & Development,14,2,2,Male,4,Manufacturing Director,4,Married,10137,1,No,24,3,3,1,37,2,2,6,8,4,10,No
36,Non-Travel,716,Human Resources,21,2,2,Male,2,Sales Executive,2,Divorced,2042,8,Yes,20,4,2,1,20,0,2,8,2,14,11,Yes
44,Travel_Rarely,1069,Research & Development,19,3,4,Female,4,Research Scientist,4,Married,11683,9,No,22,4,3,0,29,2,1,15,12,9,3,No
36,Travel_Rarely,723,Sales,20,1,4,Female,1,Laboratory Technician,3,Single,2341,1,No,22,3,2,2,32,0,2,7,13,5,14,No
57,Travel_Frequently,130,Sales,7,3,4,Male,1,Sales Representative,1,Married,14584,9,No,24,4,4,1,9,1,3,25,15,9,11,No
52,Travel_Rarely,321,Human Resources,16,4,2,Female,4,Research Scientist,2,Single,7380,7,No,11,3,2,2,19,1,1,19,17,6,2,No
51,Travel_Rarely,1459,Sales,4,2,3,Female,3,Laboratory Technician,4,Single,17018,1,Yes,12,4,4,0,10,3,2,1,3,10,2,Yes
18,Travel_Rarely,1180,Research & Development,7,3,4,Male,5,Sales Executive,4,Married,9566,9,No,24,3,3,0,20,1,1,8,9,4,6,No
53,Non-Travel,590,Human Resources,28,3,3,Male,1,Research Scientist,1,Married,12406,2,No,21,3,4,0,0,5,2,7,11,5,0,No
49,Non-Travel,1323,Research & Development,2,1,1,Male,4,Manager,3,Single,4734,3,Yes,16,4,3,0,2,4,3,17,12,4,3,No
34,Travel_Rarely,109,Sales,14,2,3,Male,2,Healthcare Representative,2,Single,13067,8,Yes,12,4,1,1,36,2,3,25,11,4,3,Yes
42,Travel_Frequently,166,Human Resources,14,3,3,Female,3,Manager,1,Married,10581,5,Yes,12,4,4,2,30,5,1,0,12,12,0,Yes
52,Travel_Frequently,1338,Human Resources,7,2,2,Female,3,Manufacturing Director,1,Married,3087,2,Yes,13,3,4,0,15,3,3,12,13,11,0,Yes
56,Travel_Frequently,1043,Research & Development,2,2,1,Female,5,Laboratory Technician,2,Married,13698,3,No,14,4,4,2,19,4,2,19,4,2,7,Yes
41,Travel_Frequently,939,Human Resources,4,2,2,Female,2,Research Scientist,4,Single,2497,3,Yes,11,3,4,0,10,1,2,6,11,8,10,No
19,Non-Travel,582,Human Resources,21,4,4,Female,2,Manufacturing Director,4,Married,18450,2,Yes,23,3,1,0,0,0,2,13,12,6,10,Yes
43,Travel_Frequently,1244,Human Resources,17,1,3,Female,3,Healthcare Representative,2,Married,6305,3,No,22,3,3,1,35,3,3,2,5,1,13,No
46,Travel_Frequently,951,Research & Development,16,3,2,Male,5,Manufacturing Director,4,Single,10006,7,Yes,23,4,4,0,10,2,1,4,2,5,9,Yes
20,Non-Travel,709,Sales,5,4,4,Male,2,Sales Executive,1,Divorced,11647,3,Yes,10,4,4,2,15,2,1,18,1,9,15,Yes
52,Travel_Frequently,632,Human Resources,16,4,2,Female,3,Sales Representative,3,Single,13278,7,No,16,4,1,2,9,3,1,12,0,8,4,No
26,Travel_Rarely,595,Human Resources,6,3,3,Female,1,Research Scientist,4,Divorced,18090,2,Yes,11,4,4,1,18,5,2,3,6,10,8,No
55,Travel_Rarely,905,Human Resources,9,2,1,Male,4,Manager,2,Married,10676,4,No,19,4,1,2,8,5,2,14,11,13,0,No
41,Travel_Frequently,1017,Research & Development,27,1,1,Female,1,Healthcare Representative,2,Single,4711,1,Yes,15,3,4,2,7,4,2,8,6,9,8,Yes
31,Travel_Rarely,1226,Human Resources,13,2,1,Female,1,Sales Representative,2,Married,18974,7,Yes,11,4,4,2,31,5,2,22,14,14,13,Yes
20,Non-Travel,668,Sales,1,4,1,Female,2,Manager,3,Divorced,18888,3,No,24,4,3,2,33,3,1,17,10,7,2,No
18,Travel_Frequently,455,Sales,17,1,2,Male,1,Sales Representative,3,Married,8885,0,Yes,15,3,2,0,3,0,3,20,0,11,13,No
49,Travel_Rarely,878,Research & Development,6,3,2,Female,3,Manager,4,Married,6388,5,Yes,20,4,3,2,8,3,3,0,12,14,11,No
33,Travel_Frequently,916,Human Resources,1,4,1,Female,2,Sales Executive,2,Divorced,14908,3,Yes,22,4,2,0,30,0,1,14,8,11,6,Yes
53,Non-Travel,488,Sales,19,2,3,Male,2,Research Scientist,2,Married,16662,0,No,13,3,3,0,19,3,1,12,15,12,8,Yes
27,Non-Travel,202,Sales,18,4,2,Female,5,Sales Representative,3,Married,3484,4,No,17,3,1,0,24,1,2,3,15,0,15,No
56,Non-Travel,565,Human Resources,7,4,2,Female,4,Sales Executive,3,Single,6776,0,Yes,14,4,3,0,34,0,2,0,5,13,3,Yes
57,Non-Travel,198,Research & Development,21,4,1,Male,1,Sales Representative,3,Married,6773,4,Yes,10,3,2,2,32,5,3,32,12,7,12,No
22,Travel_Frequently,215,Human Resources,6,3,2,Male,4,Manager,1,Single,8992,5,Yes,13,4,4,1,28,0,3,14,12,8,0,Yes
45,Non-Travel,1452,Research & Development,15,3,1,Male,4,Sales Representative,2,Divorced,12295,0,No,13,4,1,2,0,1,2,12,7,13,11,Yes
57,Non-Travel,1193,Research & Development,16,1,4,Male,5,Sales Representative,4,Divorced,14497,1,No,20,3,3,1,31,3,1,4,3,2,16,No
31,Travel_Frequently,149,Sales,4,1,3,Female,3,Sales Executive,1,Married,16984,0,No,24,3,4,0,38,4,2,12,10,8,4,Yes
20,Travel_Frequently,588,Human Resources,20,4,4,Female,5,Manufacturing Director,2,Married,17819,1,Yes,24,3,2,0,21,3,1,21,0,6,12,Yes
54,Non-Travel,456,Sales,15,3,4,Female,5,Sales Executive,3,Divorced,8988,8,Yes,18,4,2,1,23,3,2,24,11,0,6,No
37,Travel_Frequently,1464,Research & Development,13,4,2,Male,2,Laboratory Technician,2,Single,6047,0,Yes,14,3,4,0,16,1,2,19,12,13,15,Yes
19,Travel_Rarely,712,Research & Development,21,3,2,Male,1,Sales Representative,3,Single,2712,0,No,13,3,1,0,20,3,3,31,5,0,16,No
53,Travel_Rarely,463,Human Resources,22,2,3,Male,5,Sales Representative,3,Divorced,15785,7,No,11,4,2,2,35,4,3,14,10,10,8,No
46,Travel_Frequently,988,Human Resources,14,4,2,Male,4,Sales Executive,3,Single,5901,1,Yes,19,3,4,1,9,3,3,13,7,5,0,No
20,Travel_Rarely,765,Human Resources,23,1,2,Male,5,Sales Representative,4,Divorced,19879,2,Yes,20,4,1,2,13,0,1,19,16,14,16,Yes
28,Travel_Rarely,362,Sales,2,1,2,Female,1,Research Scientist,3,Single,7622,5,No,19,4,2,0,35,1,2,33,1,9,15,No
18,Travel_Rarely,527,Sales,18,3,3,Male,2,Laboratory Technician,2,Married,8888,5,No,17,4,1,2,15,4,1,11,11,13,14,Yes
58,Travel_Frequently,278,Human Resources,8,3,1,Male,1,Manager,3,Divorced,14923,0,Yes,13,4,4,2,25,0,2,34,8,10,15,Yes
19,Travel_Frequently,1071,Human Resources,17,3,2,Female,2,Research Scientist,1,Single,3308,5,Yes,20,4,2,1,26,3,3,4,15,14,0,Yes
51,Travel_Frequently,1458,Research & Development,18,3,3,Male,4,Sales Executive,4,Single,6112,8,No,23,3,3,0,20,3,2,27,17,4,11,No
39,Travel_Frequently,1231,Human Resources,23,2,2,Female,1,Research Scientist,3,Married,12066,2,Yes,22,4,1,1,10,1,1,22,17,0,14,Yes
42,Non-Travel,625,Sales,16,1,3,Male,2,Sales Executive,3,Divorced,10133,3,Yes,15,3,1,1,12,3,2,28,7,5,14,Yes
52,Travel_Rarely,781,Research & Development,1,4,3,Female,5,Manufacturing Director,1,Divorced,5908,8,No,21,3,4,0,22,5,3,18,7,0,13,No
55,Travel_Frequently,185,Sales,28,2,2,Male,2,Manufacturing Director,1,Divorced,7894,3,Yes,23,4,4,1,33,0,2,10,13,11,15,Yes
23,Travel_Frequently,613,Human Resources,15,1,2,Female,3,Laboratory Technician,2,Single,3209,9,No,17,4,4,0,23,4,2,28,6,9,6,No
18,Travel_Rarely,144,Human Resources,4,1,1,Female,3,Healthcare Representative,1,Divorced,17660,7,No,12,3,2,1,16,5,1,13,8,7,15,No
23,Travel_Rarely,1142,Sales,4,4,4,Male,2,Healthcare Representative,2,Married,12671,4,Yes,23,3,2,1,20,5,1,5,1,1,16,Yes
46,Travel_Rarely,1372,Human Resources,1,4,2,Female,5,Laboratory Technician,4,Married,17942,7,Yes,16,3,1,0,23,4,3,23,16,4,0,Yes
41,Travel_Rarely,368,Sales,7,4,2,Female,5,Laboratory Technician,2,Divorced,8008,9,Yes,13,4,2,2,22,1,2,1,15,6,13,Yes
21,Travel_Rarely,1043,Human Resources,8,4,3,Female,2,Laboratory Technician,3,Divorced,16365,6,No,20,3,1,2,35,2,3,27,17,5,7,No
27,Travel_Rarely,939,Sales,27,1,1,Male,5,Manufacturing Director,2,Divorced,7096,2,No,20,3,2,1,30,3,1,21,17,13,8,Yes
40,Travel_Rarely,684,Human Resources,23,1,2,Female,3,Healthcare Representative,2,Married,8149,9,Yes,14,4,4,1,19,4,2,20,6,3,7,Yes
48,Non-Travel,1127,Research & Development,1,3,4,Female,4,Research Scientist,3,Married,18334,7,No,16,4,1,1,20,4,2,10,17,10,14,No
32,Non-Travel,1051,Sales,10,3,2,Male,2,Laboratory Technician,4,Single,8452,6,No,17,4,4,2,3,4,1,1,12,6,0,Yes
57,Travel_Frequently,476,Sales,9,1,2,Female,2,Manager,1,Divorced,3539,5,No,16,4,1,1,18,3,1,21,6,3,12,Yes
59,Travel_Rarely,1217,Research & Development,13,4,2,Female,5,Research Scientist,4,Single,12991,7,No,16,3,3,2,29,3,2,23,15,5,15,No
50,Non-Travel,1017,Sales,5,3,2,Female,2,Manufacturing Director,3,Married,9760,5,Yes,18,3,1,1,37,5,1,0,8,6,5,Yes
37,Travel_Rarely,537,Research & Development,8,3,1,Male,3,Sales Executive,1,Married,17612,5,No,15,4,1,2,35,4,1,17,7,10,4,No
54,Travel_Rarely,1129,Human Resources,16,3,2,Female,4,Sales Representative,2,Married,14698,9,No,12,4,3,1,9,1,1,22,3,13,5,Yes
48,Travel_Frequently,996,Human Resources,15,4,3,Female,2,Research Scientist,1,Married,16951,4,No,19,4,1,0,17,1,3,29,1,4,9,No
39,Travel_Frequently,264,Research & Development,24,4,1,Male,4,Laboratory Technician,3,Single,12979,9,Yes,11,3,1,0,2,3,2,4,9,9,1,Yes
36,Travel_Rarely,332,Human Resources,26,3,1,Female,2,Research Scientist,1,Married,3941,0,No,17,4,4,0,38,1,1,4,10,7,16,Yes
52,Non-Travel,553,Human Resources,11,3,3,Female,3,Healthcare Representative,2,Single,13354,0,No,15,3,1,1,8,3,3,16,3,7,11,No
41,Travel_Rarely,162,Research & Development,23,4,3,Female,5,Research Scientist,1,Divorced,12338,2,No,14,4,1,0,21,3,2,18,0,12,1,Yes
25,Travel_Rarely,668,Sales,24,2,2,Male,4,Manufacturing Director,1,Divorced,16392,2,Yes,22,4,4,0,34,3,2,7,2,0,15,Yes
59,Travel_Frequently,746,Human Resources,10,4,4,Male,5,Manufacturing Director,2,Single,1871,4,Yes,24,4,2,0,15,0,2,0,6,8,10,Yes
20,Travel_Frequently,1186,Sales,13,1,4,Female,1,Healthcare Representative,3,Divorced,7777,2,No,18,3,2,0,10,3,2,15,1,7,4,No
47,Non-Travel,340,Research & Development,18,1,4,Female,5,Manager,3,Married,4354,2,Yes,14,4,1,0,12,4,3,22,11,12,13,No
45,Travel_Rarely,894,Human Resources,26,1,2,Male,3,Manufacturing Director,1,Married,9863,4,No,23,3,3,0,10,4,3,25,2,11,2,No
42,Travel_Frequently,1030,Research & Development,22,2,4,Female,4,Manager,2,Married,19989,5,Yes,22,3,2,2,31,3,2,10,9,10,9,Yes
20,Travel_Rarely,729,Research & Development,24,3,2,Male,2,Sales Executive,2,Married,7581,5,Yes,15,3,3,2,13,4,2,21,8,1,11,Yes
38,Travel_Rarely,1370,Research & Development,23,4,1,Male,4,Sales Executive,2,Single,2131,4,Yes,21,4,4,1,26,2,3,33,5,6,4,No
55,Travel_Frequently,546,Research & Development,6,4,3,Female,5,Research Scientist,2,Single,6239,8,Yes,15,4,4,0,28,3,2,10,5,9,11,Yes
28,Non-Travel,671,Human Resources,6,1,4,Female,3,Manufacturing Director,1,Married,15197,3,No,21,3,1,1,30,5,2,13,1,7,1,No
47,Travel_Rarely,105,Human Resources,25,4,1,Male,3,Manufacturing Director,4,Divorced,8276,9,Yes,20,3,2,0,5,0,2,24,10,10,7,No
54,Non-Travel,675,Human Resources,13,1,1,Male,3,Manufacturing Director,2,Single,5204,7,No,24,4,4,0,18,2,3,16,6,4,8,No
57,Travel_Frequently,128,Sales,6,2,1,Male,2,Healthcare Representative,3,Divorced,7743,4,No,21,4,2,2,27,2,1,23,8,12,4,No
39,Travel_Frequently,1477,Sales,9,4,4,Female,3,Healthcare Representative,3,Divorced,14368,6,Yes,16,4,3,2,38,3,3,2,15,7,5,Yes
31,Non-Travel,436,Research & Development,14,4,1,Male,1,Manufacturing Director,3,Divorced,9329,3,No,12,4,3,0,5,1,3,28,10,7,2,No
47,Travel_Rarely,1237,Human Resources,16,4,2,Male,4,Manager,4,Divorced,6746,7,No,19,4,1,2,37,4,1,5,1,8,12,No
38,Travel_Rarely,263,Research & Development,6,1,1,Male,5,Research Scientist,1,Divorced,17346,7,Yes,13,3,3,2,3,0,2,15,7,14,15,Yes
44,Non-Travel,483,Sales,8,1,4,Male,4,Sales Executive,2,Married,10829,6,Yes,20,3,1,1,36,2,3,27,9,5,15,Yes
49,Travel_Rarely,267,Sales,11,4,4,Male,5,Sales Executive,2,Married,7950,7,No,12,3,1,2,15,4,1,22,0,10,4,No
47,Non-Travel,616,Sales,6,1,3,Male,3,Sales Executive,4,Divorced,17279,1,No,14,4,4,2,17,4,2,17,0,2,2,No
28,Non-Travel,943,Human Resources,28,1,4,Female,4,Healthcare Representative,1,Divorced,9720,1,No,14,4,1,2,38,1,2,34,6,8,8,No
49,Non-Travel,687,Human Resources,1,3,1,Male,3,Manufacturing Director,2,Divorced,5300,0,Yes,21,3,4,1,25,4,1,0,5,12,7,Yes
40,Travel_Frequently,947,Research & Development,22,1,2,Female,3,Manufacturing Director,3,Single,9474,6,Yes,11,3,3,1,5,5,1,10,10,5,10,Yes
57,Travel_Frequently,1228,Research & Development,9,3,4,Male,4,Manager,1,Single,16031,5,No,22,4,1,1,24,1,3,17,5,4,10,No
45,Non-Travel,162,Sales,16,4,3,Female,4,Manager,1,Married,6739,8,Yes,24,3,1,0,6,4,3,10,6,2,6,Yes
55,Travel_Rarely,694,Human Resources,9,2,2,Male,1,Research Scientist,4,Single,4959,3,No,14,3,2,1,23,5,3,8,11,10,1,No
59,Travel_Rarely,931,Research & Development,27,2,3,Male,4,Sales Executive,1,Married,10404,0,No,24,3,3,2,20,0,1,25,2,14,0,No
59,Travel_Frequently,832,Human Resources,28,4,4,Female,3,Healthcare Representative,1,Divorced,18080,6,Yes,10,3,4,0,23,2,1,26,0,14,1,Yes
49,Travel_Frequently,304,Research & Development,11,4,1,Female,1,Manufacturing Director,2,Single,17536,5,No,21,3,3,0,28,1,2,33,6,11,7,No
43,Non-Travel,389,Research & Development,1,1,4,Male,1,Sales Representative,2,Divorced,17793,0,Yes,17,3,3,0,33,3,1,31,14,2,4,Yes
22,Non-Travel,628,Research & Development,5,3,2,Female,1,Healthcare Representative,3,Divorced,6594,0,No,20,3,4,1,2,4,1,12,2,3,4,No
34,Travel_Frequently,1011,Research & Development,21,1,1,Female,5,Laboratory Technician,2,Single,17162,6,Yes,23,3,1,1,12,1,1,18,13,3,15,Yes
37,Travel_Rarely,1485,Human Resources,24,1,4,Male,2,Manager,2,Married,10504,2,No,12,4,2,0,8,3,1,30,17,0,9,Yes
50,Travel_Rarely,615,Research & Development,2,3,3,Male,3,Laboratory Technician,3,Married,7631,4,Yes,16,3,3,1,7,3,2,22,10,5,15,No
42,Non-Travel,830,Human Resources,1,1,1,Male,2,Sales Executive,1,Divorced,10438,0,Yes,12,3,4,0,33,0,3,9,8,2,9,No
36,Travel_Frequently,529,Human Resources,14,1,1,Female,4,Research Scientist,2,Married,14775,9,No,24,3,4,0,4,3,3,34,15,1,13,No
24,Travel_Frequently,147,Research & Development,23,2,1,Male,3,Laboratory Technician,3,Divorced,14310,9,No,11,3,2,2,23,2,3,12,16,4,2,No
48,Travel_Frequently,657,Sales,22,2,3,Male,5,Sales Representative,2,Married,16028,4,No,13,4,4,1,30,0,2,26,1,10,15,Yes
36,Non-Travel,586,Human Resources,1,3,2,Male,2,Research Scientist,2,Single,10759,6,No,11,3,4,1,0,3,1,34,2,11,0,No
19,Travel_Rarely,310,Human Resources,28,4,2,Female,5,Sales Executive,3,Divorced,5044,1,Yes,20,3,1,0,8,0,2,5,9,9,2,Yes
29,Travel_Rarely,1039,Human Resources,8,2,3,Male,4,Manufacturing Director,4,Single,5690,9,No,18,3,1,1,31,2,1,10,7,4,1,No
54,Non-Travel,461,Human Resources,7,2,4,Female,4,Laboratory Technician,3,Married,5408,9,Yes,10,3,1,2,17,1,2,32,12,8,9,Yes
22,Travel_Frequently,414,Sales,10,1,4,Female,4,Sales Executive,1,Single,8318,8,No,12,3,3,2,3,4,2,24,8,2,2,Yes
35,Non-Travel,644,Human Resources,22,4,1,Male,5,Laboratory Technician,3,Single,3714,2,No,11,4,4,0,9,3,2,17,0,13,3,No
39,Travel_Rarely,1450,Sales,9,1,2,Male,5,Sales Executive,3,Single,4714,4,Yes,23,3,4,2,25,1,1,16,6,13,0,Yes
21,Travel_Rarely,990,Sales,19,1,1,Male,5,Manager,2,Single,13529,4,Yes,12,4,4,1,25,3,1,8,4,5,9,Yes
24,Non-Travel,695,Sales,7,3,2,Female,3,Healthcare Representative,3,Single,3123,5,Yes,15,3,3,0,20,2,2,8,5,10,1,Yes
57,Non-Travel,1248,Sales,4,3,4,Female,4,Manager,1,Divorced,12162,2,No,17,3,3,0,39,1,1,10,15,11,15,Yes
42,Travel_Rarely,129,Sales,4,1,2,Male,2,Sales Representative,4,Single,4528,7,Yes,10,4,4,1,25,1,3,0,11,4,3,No
26,Non-Travel,571,Sales,13,3,3,Male,3,Sales Representative,1,Divorced,5845,3,Yes,21,3,2,2,39,1,1,34,14,14,5,Yes
25,Travel_Rarely,856,Research & Development,1,2,4,Male,1,Healthcare Representative,4,Married,3324,2,Yes,23,4,2,1,24,2,3,22,17,4,3,No
35,Travel_Rarely,784,Research & Development,16,4,2,Female,3,Healthcare Representative,2,Divorced,12152,3,Yes,20,3,4,1,35,1,2,16,5,0,13,Yes
48,Non-Travel,1046,Research & Development,22,1,2,Female,3,Manufacturing Director,2,Married,3199,0,Yes,23,4,2,1,18,1,2,33,15,3,15,Yes
48,Travel_Rarely,1082,Sales,16,4,4,Female,5,Sales Executive,2,Divorced,18823,1,No,18,4,1,0,28,3,3,10,9,6,5,No
26,Travel_Rarely,738,Human Resources,13,4,2,Male,1,Laboratory Technician,3,Divorced,4119,8,Yes,12,4,3,0,26,4,3,0,12,2,13,Yes
48,Travel_Rarely,1401,Sales,5,3,3,Female,3,Sales Representative,3,Divorced,8051,4,No,19,4,4,2,37,0,2,0,9,11,12,No
55,Travel_Frequently,1399,Research & Development,5,3,1,Male,5,Sales Executive,2,Divorced,8425,6,No,21,3,4,1,31,0,1,26,10,7,2,No
27,Travel_Rarely,765,Sales,4,3,4,Female,4,Healthcare Representative,4,Divorced,3665,1,Yes,21,4,3,2,25,4,1,15,15,3,7,Yes
19,Travel_Rarely,1362,Sales,3,1,1,Female,3,Laboratory Technician,4,Single,4143,9,No,13,3,4,2,27,5,2,6,6,4,15,No
58,Travel_Rarely,997,Sales,16,4,3,Male,3,Sales Representative,2,Single,10686,4,No,13,3,2,2,17,5,3,9,1,2,2,No
39,Travel_Frequently,294,Human Resources,8,4,4,Female,4,Research Scientist,3,Divorced,10515,7,No,13,4,3,1,7,0,3,30,10,4,13,No
50,Travel_Frequently,267,Sales,19,4,1,Male,4,Laboratory Technician,4,Divorced,9366,0,Yes,15,4,2,0,1,4,2,5,5,2,7,Yes
31,Travel_Rarely,211,Research & Development,10,2,2,Female,3,Healthcare Representative,1,Married,6237,2,Yes,14,3,3,1,35,4,3,16,15,7,12,Yes
30,Travel_Frequently,396,Research & Development,10,1,4,Male,3,Laboratory Technician,2,Married,19655,8,No,10,3,2,0,3,3,2,6,10,4,15,Yes
27,Travel_Frequently,537,Sales,13,3,1,Female,1,Healthcare Representative,1,Married,16994,2,No,20,4,2,0,31,3,1,11,16,10,15,Yes
27,Travel_Frequently,196,Research & Development,11,3,2,Female,2,Laboratory Technician,3,Divorced,7835,1,Yes,19,3,1,2,38,4,3,10,16,10,3,No
37,Travel_Frequently,951,Sales,3,2,4,Male,4,Manager,4,Single,3639,3,No,14,4,2,0,6,4,1,4,8,5,12,No
22,Travel_Rarely,675,Sales,1,4,1,Male,3,Manufacturing Director,4,Divorced,8905,0,Yes,12,3,2,0,19,1,3,0,4,5,0,No
53,Travel_Frequently,942,Human Resources,28,2,4,Male,3,Laboratory Technician,3,Married,14737,1,No,11,3,4,2,1,5,2,11,12,8,7,No
39,Non-Travel,804,Research & Development,4,4,3,Male,5,Healthcare Representative,4,Divorced,16701,6,No,17,4,2,1,36,1,2,9,16,0,6,No
56,Travel_Rarely,480,Research & Development,8,4,1,Male,3,Manufacturing Director,4,Married,2851,4,Yes,13,4,4,1,0,3,2,30,10,4,11,Yes
39,Travel_Rarely,960,Sales,12,1,1,Female,3,Sales Representative,4,Divorced,5615,0,Yes,22,3,4,1,17,5,3,29,17,9,15,No
30,Travel_Rarely,1431,Research & Development,13,1,2,Male,4,Manufacturing Director,4,Married,19425,2,Yes,10,3,2,0,7,1,3,13,0,14,0,No
39,Non-Travel,543,Human Resources,21,2,3,Female,5,Sales Representative,4,Married,8215,7,No,16,3,1,1,14,3,2,9,15,4,4,No
24,Non-Travel,530,Human Resources,20,3,4,Male,2,Manufacturing Director,1,Married,14665,8,No,10,4,4,0,25,1,2,5,11,3,3,Yes
52,Non-Travel,822,Sales,17,1,4,Male,1,Manager,3,Married,16212,1,No,24,4,3,2,36,3,3,20,2,10,1,No
48,Travel_Rarely,1225,Human Resources,9,1,1,Male,4,Sales Representative,1,Single,17457,7,No,24,4,1,1,2,2,3,33,2,6,9,No
24,Travel_Frequently,844,Sales,27,4,3,Female,1,Manager,1,Single,19668,7,No,24,3,3,2,10,1,2,30,13,10,12,Yes
42,Travel_Rarely,1264,Human Resources,3,2,2,Female,4,Research Scientist,4,Single,3204,2,Yes,15,4,1,2,24,2,1,7,2,8,3,Yes
40,Non-Travel,203,Research & Development,9,3,3,Female,3,Healthcare Representative,3,Divorced,7611,6,Yes,17,3,1,2,21,3,3,33,16,3,16,Yes
